z,vpotbasa,vxcpotbasa
0.000000000000000000e+00,-4.796936744718083290e+00,-1.258704580389853334e+01
1.000000000000333955e-03,-4.662574204729732052e+00,-1.245237100926322427e+01
1.999999999999779732e-03,-4.272359714449907919e+00,-1.206122186839099442e+01
3.000000000000113687e-03,-3.662975134465002114e+00,-1.145028640484014915e+01
4.000000000000447642e-03,-2.889499421560834058e+00,-1.067465328682704140e+01
4.999999999999893419e-03,-2.017620252218927490e+00,-9.800022708343210098e+00
6.000000000000227374e-03,-1.114979798995250126e+00,-8.894051297808685419e+00
6.999999999999673150e-03,-2.432070353029862630e-01,-8.018383552783621582e+00
8.000000000000007105e-03,5.481201117422231928e-01,-7.222613226117899465e+00
9.000000000000341061e-03,1.224882859182112593e+00,-6.540874636258710240e+00
9.999999999999786837e-03,1.769112461507496237e+00,-5.991151387848954180e+00
1.100000000000012079e-02,2.177399123241566592e+00,-5.576867272091402761e+00
1.200000000000045475e-02,2.457780027568223780e+00,-5.289998215682091498e+00
1.299999999999990052e-02,2.625962365385367203e+00,-5.114849345080299869e+00
1.400000000000023448e-02,2.701633703430613487e+00,-5.031744775590922814e+00
1.499999999999968026e-02,2.705385016325855041e+00,-5.020104755769207117e+00
1.600000000000001421e-02,2.656506740686661150e+00,-5.060649774751377450e+00
1.700000000000034817e-02,2.571685268769579480e+00,-5.136704196772368114e+00
1.799999999999979394e-02,2.464466772769581926e+00,-5.234732522705622060e+00
1.900000000000012790e-02,2.345276786069943054e+00,-5.344319854307013173e+00
2.000000000000046185e-02,2.221774451131383721e+00,-5.457817658385614834e+00
2.099999999999990763e-02,2.099355476163086376e+00,-5.569840797527229270e+00
2.200000000000024158e-02,1.981672536799113926e+00,-5.676747101165676490e+00
2.299999999999968736e-02,1.871096819300627434e+00,-5.776175788016729484e+00
2.400000000000002132e-02,1.769088474398220256e+00,-5.866676977830848294e+00
2.500000000000035527e-02,1.676473113922666958e+00,-5.947435161468948905e+00
2.599999999999980105e-02,1.593637269315951732e+00,-6.018073717433058079e+00
2.700000000000013500e-02,1.520661456300424597e+00,-6.078521825999620098e+00
2.800000000000046896e-02,1.457409081979247567e+00,-6.128925549053062305e+00
2.899999999999991473e-02,1.403586120615953448e+00,-6.169588146628079528e+00
3.000000000000024869e-02,1.358782426800386522e+00,-6.200928761240712461e+00
3.099999999999969447e-02,1.322501908764711409e+00,-6.223452246482403361e+00
3.200000000000002842e-02,1.294185993299028503e+00,-6.237725707124258889e+00
3.300000000000036238e-02,1.273232902309938908e+00,-6.244359229705570336e+00
3.399999999999980815e-02,1.259014067475464627e+00,-6.243989478899722556e+00
3.500000000000014211e-02,1.250888326729682420e+00,-6.237265508663562663e+00
3.600000000000047606e-02,1.248214192327094629e+00,-6.224836507132529562e+00
3.699999999999992184e-02,1.250360320302628336e+00,-6.207341336329823989e+00
3.800000000000025580e-02,1.256714256338913982e+00,-6.185399797904596930e+00
3.899999999999970157e-02,1.266689529556682015e+00,-6.159605548165870914e+00
4.000000000000003553e-02,1.279731183311211495e+00,-6.130520575726354338e+00
4.100000000000036948e-02,1.295319854882393873e+00,-6.098671133039076153e+00
4.199999999999981526e-02,1.312974536382927715e+00,-6.064544977669438452e+00
4.300000000000014921e-02,1.332254164097351978e+00,-6.028589792159269933e+00
4.400000000000048317e-02,1.352758191905612417e+00,-5.991212614772438272e+00
4.499999999999992895e-02,1.374126306670384157e+00,-5.952780128937915194e+00
4.600000000000026290e-02,1.396037440241461258e+00,-5.913619652844433361e+00
4.699999999999970868e-02,1.418208225045507920e+00,-5.874020688677328295e+00
4.800000000000004263e-02,1.440391029139089785e+00,-5.834236887343594802e+00
4.900000000000037659e-02,1.462371693128573291e+00,-5.794488314368775761e+00
4.999999999999982236e-02,1.483967076446118138e+00,-5.754963903934221747e+00
5.100000000000015632e-02,1.505022504937640671e+00,-5.715824012357616724e+00
5.200000000000049027e-02,1.525409196261042544e+00,-5.677202992711027463e+00
5.299999999999993605e-02,1.545021724764500393e+00,-5.639211730334172223e+00
5.400000000000027001e-02,1.563775573731031265e+00,-5.601940090867099542e+00
5.499999999999971578e-02,1.581604810427893471e+00,-5.565459244707545494e+00
5.600000000000004974e-02,1.598459908462772860e+00,-5.529823846141318278e+00
5.700000000000038369e-02,1.614305732597403731e+00,-5.495074048485224516e+00
5.799999999999982947e-02,1.629119693402409697e+00,-5.461237348189319718e+00
5.900000000000016342e-02,1.642890072883392172e+00,-5.428330261438811810e+00
6.000000000000049738e-02,1.655614517356005289e+00,-5.396359831438099164e+00
6.099999999999994316e-02,1.667298690251269200e+00,-5.365324976299571169e+00
6.200000000000027711e-02,1.677955075028451759e+00,-5.335217688013488058e+00
6.299999999999972289e-02,1.687601916793747936e+00,-5.306024090281981742e+00
6.400000000000005684e-02,1.696262290402669848e+00,-5.277725373224237515e+00
6.500000000000039080e-02,1.703963282604603835e+00,-5.250298611740744192e+00
6.599999999999983658e-02,1.710735276028849894e+00,-5.223717483421190799e+00
6.700000000000017053e-02,1.716611323384906740e+00,-5.197952897675272688e+00
6.800000000000050449e-02,1.721626601049597305e+00,-5.172973540447480367e+00
6.899999999999995026e-02,1.725817932150513156e+00,-5.148746355310672485e+00
7.000000000000028422e-02,1.729223370257099823e+00,-5.125236962614374114e+00
7.099999999999972999e-02,1.731881835802936420e+00,-5.102410022691636904e+00
7.200000000000006395e-02,1.733832798344092874e+00,-5.080229557150844677e+00
7.300000000000039790e-02,1.735115998680147653e+00,-5.058659228485614889e+00
7.399999999999984368e-02,1.735771205708587006e+00,-5.037662585795009917e+00
7.500000000000017764e-02,1.735838003639564864e+00,-5.017203278395882649e+00
7.600000000000051159e-02,1.735355605862979322e+00,-4.997245246050094458e+00
7.699999999999995737e-02,1.734362692334726397e+00,-4.977752881538311414e+00
7.800000000000029132e-02,1.732897267838452882e+00,-4.958691175342552881e+00
