z,vpotbasa,vxcpotbasa
0.000000000000000000e+00,-2.382709589214410784e+00,-6.277765633978027005e+00
1.000000000000333955e-03,-2.315452271682417518e+00,-6.210352218394994850e+00
1.999999999999779732e-03,-2.120123287488879793e+00,-6.014555992513550109e+00
3.000000000000113687e-03,-1.815081816602049702e+00,-5.708739205743284195e+00
4.000000000000447642e-03,-1.427894749064727797e+00,-5.320473585598143096e+00
4.999999999999893419e-03,-9.914386337614106148e-01,-4.882641917659689135e+00
6.000000000000227374e-03,-5.395682741906954183e-01,-4.429106210204051486e+00
6.999999999999673150e-03,-1.031289289768497763e-01,-3.990719462294633146e+00
8.000000000000007105e-03,2.930656063781030829e-01,-3.592303364346213002e+00
9.000000000000341061e-03,6.319387387600717831e-01,-3.250942264421105232e+00
9.999999999999786837e-03,9.044968667477796265e-01,-2.975637186589250582e+00
1.100000000000012079e-02,1.109033047801025074e+00,-2.768102070227013378e+00
1.200000000000045475e-02,1.249569469259413923e+00,-2.624321287246686119e+00
1.299999999999990052e-02,1.333967089904946945e+00,-2.536440046261595693e+00
1.400000000000023448e-02,1.372078994611165559e+00,-2.494611115413588820e+00
1.499999999999968026e-02,1.374210385093528553e+00,-2.488534918686639230e+00
1.600000000000001421e-02,1.350015514991829813e+00,-2.508562680474757833e+00
1.700000000000034817e-02,1.307845291629980089e+00,-2.546348886994918459e+00
1.799999999999979394e-02,1.254478923987166983e+00,-2.595119680521011496e+00
1.900000000000012790e-02,1.195133725082078602e+00,-2.649663079227547957e+00
2.000000000000046185e-02,1.133642413936299054e+00,-2.706151680912584734e+00
2.099999999999990763e-02,1.072704845930124051e+00,-2.761890926138090840e+00
2.200000000000024158e-02,1.014148474527319266e+00,-2.815058622789783360e+00
2.299999999999968736e-02,9.591593547496753969e-01,-2.864473925411501476e+00
2.400000000000002132e-02,9.084675569357105740e-01,-2.909411904289831874e+00
2.500000000000035527e-02,8.624855553964574373e-01,-2.949465140235212779e+00
2.599999999999980105e-02,8.214060578820043812e-01,-2.984445882746052270e+00
2.700000000000013500e-02,7.852686072047641019e-01,-3.014319437902210463e+00
2.800000000000046896e-02,7.540040821614729660e-01,-3.039159661044350980e+00
2.899999999999991473e-02,7.274645682431533089e-01,-3.059119082355906016e+00
3.000000000000024869e-02,7.054440378420173685e-01,-3.074408225539738471e+00
3.099999999999969447e-02,6.876934548873783193e-01,-3.085280504270143886e+00
3.200000000000002842e-02,6.739325218049190269e-01,-3.092020477873874018e+00
3.300000000000036238e-02,6.638593300466930636e-01,-3.094934204502206132e+00
