z,vpotbas,vxcpotbas
0.000000000000000000e+00,-1.185567013899618383e+00,-3.133095502443206115e+00
9.999999999999786837e-03,4.564837175082972487e-01,-1.483583934579337127e+00
2.000000000000046185e-02,5.717981792689023068e-01,-1.348098405640913988e+00
3.000000000000024869e-02,3.589201661325615023e-01,-1.531005139083143174e+00
4.000000000000003553e-02,3.421399413456803207e-01,-1.510423571397534914e+00
4.999999999999982236e-02,3.959927216322264298e-01,-1.413744209026784215e+00
6.000000000000049738e-02,4.413105490670105047e-01,-1.321688425929617772e+00
7.000000000000028422e-02,4.616254963168115455e-01,-1.251993250109053823e+00
8.000000000000007105e-02,4.628935684529351668e-01,-1.199711611308040382e+00
8.999999999999985789e-02,4.543745494628533277e-01,-1.156369680250538323e+00
1.000000000000005329e-01,4.432364696995853559e-01,-1.115409146563780984e+00
1.100000000000003197e-01,4.336125043735620244e-01,-1.073168920622451505e+00
1.200000000000001066e-01,4.271678249781816206e-01,-1.028345095487579020e+00
1.299999999999998934e-01,4.240262889258052947e-01,-9.810829006893777571e-01
1.399999999999996803e-01,4.235429256510145901e-01,-9.322184931720634005e-01
1.500000000000003553e-01,4.247994911891047609e-01,-8.827954544355282041e-01
1.600000000000001421e-01,4.268753431265007725e-01,-8.338046855361546106e-01
1.699999999999999289e-01,4.289768447136041440e-01,-7.860649076884285158e-01
1.799999999999997158e-01,4.304867022905090601e-01,-7.401825973062154951e-01
1.900000000000003908e-01,4.309695498594074414e-01,-6.965551973793095986e-01
2.000000000000001776e-01,4.301544607376853180e-01,-6.553970255282957069e-01
2.099999999999999645e-01,4.279068319336440940e-01,-6.167754713493038832e-01
2.199999999999997513e-01,4.241974342225128813e-01,-5.806496672642310619e-01
2.300000000000004263e-01,4.190732919014173441e-01,-5.469068872932851821e-01
2.400000000000002132e-01,4.126327775652213203e-01,-5.153941574738900577e-01
2.500000000000000000e-01,4.050057247549452843e-01,-4.859440992927957503e-01
2.599999999999997868e-01,3.963383902480023258e-01,-4.583949503515619694e-01
2.700000000000004619e-01,3.867826094178372087e-01,-4.326051435898031206e-01
2.800000000000002487e-01,3.764883288170214892e-01,-4.084629346004158834e-01
2.900000000000000355e-01,3.655987300081012803e-01,-3.858915125031779914e-01
2.999999999999998224e-01,3.542472737464598120e-01,-3.648499485370680917e-01
3.100000000000004974e-01,3.425561295017386376e-01,-3.453303281316868478e-01
3.200000000000002842e-01,3.306355795931154584e-01,-3.273515234662505713e-01
3.300000000000000711e-01,3.185840885354241925e-01,-3.109502886878837691e-01
3.399999999999998579e-01,3.064888063934843587e-01,-2.961706388346342922e-01
3.500000000000005329e-01,2.944263342880901191e-01,-2.830527131440681576e-01
3.600000000000003197e-01,2.824636255828506526e-01,-2.716224236001618664e-01
3.700000000000001066e-01,2.706589316316523885e-01,-2.618830844969685656e-01
3.799999999999998934e-01,2.590627289232998454e-01,-2.538099033601032284e-01
3.899999999999996803e-01,2.477185866325528618e-01,-2.473477477768549204e-01
4.000000000000003553e-01,2.366639509443329570e-01,-2.424120969076506982e-01
4.100000000000001421e-01,2.259308357145998758e-01,-2.388926515819122520e-01
4.199999999999999289e-01,2.155464186125780057e-01,-2.366587982005898261e-01
4.299999999999997158e-01,2.055335483874933256e-01,-2.355660286481391363e-01
4.400000000000003908e-01,1.959111728628354920e-01,-2.354624891170347678e-01
