z,vpotbasa,vxcpotbasa
0.000000000000000000e+00,-6.792036939491747916e-01,-2.626845614124965422e+00
1.000000000000333955e-03,-6.572190352995489482e-01,-2.604782749122963814e+00
1.999999999999779732e-03,-5.933747746458342132e-01,-2.540704395055214171e+00
3.000000000000113687e-03,-4.936824067189651277e-01,-2.440623579741310945e+00
4.000000000000447642e-03,-3.671679908163713035e-01,-2.313568778902065137e+00
4.999999999999893419e-03,-2.245952924074889334e-01,-2.170306873832057892e+00
6.000000000000227374e-03,-7.704700188302926467e-02,-2.021924155018372193e+00
6.999999999999673150e-03,6.538144899591019632e-02,-1.878519922706096246e+00
8.000000000000007105e-03,1.945716258511814289e-01,-1.748216557744658672e+00
9.000000000000341061e-03,3.049406375482253684e-01,-1.636600828614252379e+00
9.999999999999786837e-03,3.935541574693343092e-01,-1.546610774067626703e+00
1.100000000000012079e-02,4.598652865695939118e-01,-1.478796793417432642e+00
1.200000000000045475e-02,5.052040542683835511e-01,-1.431832139874701149e+00
1.299999999999990052e-02,5.321578941957283426e-01,-1.403132467764651059e+00
1.400000000000023448e-02,5.439664540460971143e-01,-1.389461061450393276e+00
1.499999999999968026e-02,5.440168771417506210e-01,-1.387433597254227768e+00
1.600000000000001421e-02,5.354822487713916113e-01,-1.393879736809803482e+00
1.700000000000034817e-02,5.211077066492255661e-01,-1.406057047986696729e+00
1.799999999999979394e-02,5.031223939956595004e-01,-1.421739072675016979e+00
1.900000000000012790e-02,4.832425675733575954e-01,-1.439212229624337702e+00
2.000000000000046185e-02,4.627296115209265093e-01,-1.457217803239762688e+00
2.099999999999990763e-02,4.424724670028560292e-01,-1.474869510508283188e+00
2.200000000000024158e-02,4.230729542717699965e-01,-1.491568171956049627e+00
2.299999999999968736e-02,4.049214740982916005e-01,-1.506926001547512994e+00
2.400000000000002132e-02,3.882578009055494550e-01,-1.520705804938428773e+00
2.500000000000035527e-02,3.732164937368960267e-01,-1.532775560226287803e+00
2.599999999999980105e-02,3.598590392343451461e-01,-1.543076268813173169e+00
2.700000000000013500e-02,3.481957793143613533e-01,-1.551600022529998180e+00
2.800000000000046896e-02,3.382006093097740806e-01,-1.558375302352698277e+00
