z,vpotbas,vxcpotbas
0.000000000000000000e+00,1.080920596571885328e+00,-3.586719274098089105e-01
9.999999999999786837e-03,5.629783001389859765e-01,-8.735018237488590964e-01
2.000000000000046185e-02,2.871553567859819189e-01,-1.140658094228984343e+00
3.000000000000024869e-02,3.808053130307210710e-01,-1.033769663298359731e+00
4.000000000000003553e-02,4.523125676296922970e-01,-9.452696551483309451e-01
4.999999999999982236e-02,4.678694259707558700e-01,-9.096944596418876650e-01
6.000000000000049738e-02,4.549654502610960272e-01,-9.001650147085566989e-01
7.000000000000028422e-02,4.372309729480322593e-01,-8.935673220139589423e-01
8.000000000000007105e-02,4.255000724485702435e-01,-8.795147262581199943e-01
8.999999999999985789e-02,4.219077126739878558e-01,-8.562581625659979601e-01
1.000000000000005329e-01,4.248869622539618307e-01,-8.256915740213915944e-01
1.100000000000003197e-01,4.318681009566758267e-01,-7.906584344630867012e-01
1.200000000000001066e-01,4.404098342953010059e-01,-7.538285545304564961e-01
1.299999999999998934e-01,4.486277947585582959e-01,-7.172774210126812156e-01
1.399999999999996803e-01,4.552979791787614694e-01,-6.823890136688348651e-01
1.500000000000003553e-01,4.597936208656904222e-01,-6.499234859334080960e-01
1.600000000000001421e-01,4.619494764027429756e-01,-6.201562206733342020e-01
1.699999999999999289e-01,4.619140391399418899e-01,-5.930282914075095668e-01
1.799999999999997158e-01,4.600215793710452639e-01,-5.682767953019723928e-01
1.900000000000003908e-01,4.566947673268457741e-01,-5.455344619191826450e-01
2.000000000000001776e-01,4.523767725687806163e-01,-5.243996652293692051e-01
2.099999999999999645e-01,4.474871656165120282e-01,-5.044824729746162362e-01
2.199999999999997513e-01,4.423954786621089319e-01,-4.854328313564540975e-01
2.300000000000004263e-01,4.374073802251681187e-01,-4.669559023764238148e-01
2.400000000000002132e-01,4.327597104424049101e-01,-4.488183066523508957e-01
2.500000000000000000e-01,4.286216259351502966e-01,-4.308480407163671755e-01
2.599999999999997868e-01,4.250997865010969212e-01,-4.129301682860232470e-01
2.700000000000004619e-01,4.222459899942058170e-01,-3.949999130066816910e-01
2.800000000000002487e-01,4.200660270508920213e-01,-3.770344138964697445e-01
2.900000000000000355e-01,4.185288371621743719e-01,-3.590440898259332769e-01
2.999999999999998224e-01,4.175753184453352418e-01,-3.410642809412918197e-01
3.100000000000004974e-01,4.171263743478054176e-01,-3.231475996096602188e-01
3.200000000000002842e-01,4.170899669872559778e-01,-3.053572307080163473e-01
3.300000000000000711e-01,4.173670875335894204e-01,-2.877612780889485800e-01
3.399999999999998579e-01,4.178566520601131318e-01,-2.704281543432199841e-01
3.500000000000005329e-01,4.184593930818109042e-01,-2.534229496253971314e-01
3.600000000000003197e-01,4.190808505895584624e-01,-2.368046833215879943e-01
3.700000000000001066e-01,4.196335798284506202e-01,-2.206243307119956087e-01
3.799999999999998934e-01,4.200386933880315699e-01,-2.049235205698808349e-01
3.899999999999996803e-01,4.202268478956355802e-01,-1.897338078465088396e-01
4.000000000000003553e-01,4.201387746714505544e-01,-1.750764408683433970e-01
4.100000000000001421e-01,4.197254416573427127e-01,-1.609625546156048248e-01
4.199999999999999289e-01,4.189479222214906873e-01,-1.473937348581719764e-01
4.299999999999997158e-01,4.177770357536146895e-01,-1.343629066438172259e-01
4.400000000000003908e-01,4.161928155099204885e-01,-1.218555071712990046e-01
