z,vpotbasa,vxcpotbasa
0.000000000000000000e+00,-2.427103433133315669e+00,-8.184563312292855386e+00
1.000000000000333955e-03,-2.387514788469393245e+00,-8.144846918713785300e+00
1.999999999999779732e-03,-2.270795284224139010e+00,-8.027744641547926108e+00
3.000000000000113687e-03,-2.082916704787443063e+00,-7.839229665108412348e+00
4.000000000000447642e-03,-1.833292623116754783e+00,-7.588717825711975173e+00
4.999999999999893419e-03,-1.534032881004163240e+00,-7.288321993913861263e+00
6.000000000000227374e-03,-1.199017649640539140e+00,-6.951926010379102294e+00
6.999999999999673150e-03,-8.428886463934215367e-01,-6.594175761851639450e+00
8.000000000000007105e-03,-4.800580208191644882e-01,-6.229487921383682014e+00
9.000000000000341061e-03,-1.238256692480013132e-01,-5.871167122551139705e+00
9.999999999999786837e-03,2.143243632728136783e-01,-5.530702235283700752e+00
1.100000000000012079e-02,5.252044540786149351e-01,-5.217285689049371733e+00
1.200000000000045475e-02,8.021659851394163931e-01,-4.937570809209657519e+00
1.299999999999990052e-02,1.041116010332102881e+00,-4.695655093452626438e+00
1.400000000000023448e-02,1.240341806929169177e+00,-4.493255627977982058e+00
1.499999999999968026e-02,1.400191426324128630e+00,-4.330028525335538170e+00
1.600000000000001421e-02,1.522664585735909792e+00,-4.203978038061134015e+00
1.700000000000034817e-02,1.610966997438903592e+00,-4.111902246925283499e+00
1.799999999999979394e-02,1.669074101076319927e+00,-4.049829353728198633e+00
1.900000000000012790e-02,1.701339267412222966e+00,-4.013409505821674550e+00
2.000000000000046185e-02,1.712169090248517378e+00,-3.998239533110924171e+00
2.099999999999990763e-02,1.705776316426961925e+00,-4.000110043656785130e+00
2.200000000000024158e-02,1.686010710992206008e+00,-4.015174580779329538e+00
2.299999999999968736e-02,1.656260538386516767e+00,-4.040048158809538492e+00
2.400000000000002132e-02,1.619412605514234604e+00,-4.071847231907243625e+00
2.500000000000035527e-02,1.577856741504996663e+00,-4.108185221534015774e+00
2.599999999999980105e-02,1.533520663701537501e+00,-4.147137653242203292e+00
2.700000000000013500e-02,1.487922744446201095e+00,-4.187189389832775888e+00
2.800000000000046896e-02,1.442232594186655836e+00,-4.227174045148212045e+00
