z,vpotbas,vxcpotbas
0.000000000000000000e+00,-1.306328558531152595e+00,-4.185058258877464965e+00
9.999999999999786837e-03,7.270833143376970176e-02,-2.799805059791868889e+00
2.000000000000046185e-02,8.533183147169007832e-01,-2.001885697960755994e+00
3.000000000000024869e-02,6.654538113716387260e-01,-2.163310209428122466e+00
4.000000000000003553e-02,5.096992328576495090e-01,-2.285124851552482017e+00
4.999999999999982236e-02,4.771937758706458754e-01,-2.277642191059344956e+00
6.000000000000049738e-02,5.100756128821992696e-01,-2.199938080235278370e+00
7.000000000000028422e-02,5.576144067557466943e-01,-2.103766693815797950e+00
8.000000000000007105e-02,5.957625159212589505e-01,-2.014060384361594735e+00
8.999999999999985789e-02,6.185826284226700889e-01,-1.937517597121952706e+00
1.000000000000005329e-01,6.278359106960091918e-01,-1.873020180252717326e+00
1.100000000000003197e-01,6.275007344036533929e-01,-1.817125622523233286e+00
1.200000000000001066e-01,6.215740401033593709e-01,-1.766281428197678638e+00
1.299999999999998934e-01,6.132677345137966807e-01,-1.717644386011130786e+00
1.399999999999996803e-01,6.048016853263319392e-01,-1.669300376102399230e+00
1.500000000000003553e-01,5.974859387820407042e-01,-1.620191701078557145e+00
1.600000000000001421e-01,5.919251081357956856e-01,-1.569919769010208022e+00
1.699999999999999289e-01,5.882414233069690468e-01,-1.518527571404921339e+00
1.799999999999997158e-01,5.862636530930098733e-01,-1.466315427233891411e+00
1.900000000000003908e-01,5.856658135019110478e-01,-1.413706444766152703e+00
2.000000000000001776e-01,5.860596309548147254e-01,-1.361157877220359413e+00
2.099999999999999645e-01,5.870518474056876101e-01,-1.309107321272964919e+00
2.199999999999997513e-01,5.882774203859174600e-01,-1.257942712070651670e+00
2.300000000000004263e-01,5.894170470321891120e-01,-1.207987692579062466e+00
2.400000000000002132e-01,5.902046931507378691e-01,-1.159496702760437925e+00
2.500000000000000000e-01,5.904287885828058968e-01,-1.112656163685772803e+00
2.599999999999997868e-01,5.899294797319863948e-01,-1.067589412837353091e+00
2.700000000000004619e-01,5.885935690153990540e-01,-1.024363804967706848e+00
2.800000000000002487e-01,5.863482917551285922e-01,-9.829988697429754563e-01
2.900000000000000355e-01,5.831547435610667796e-01,-9.434747485736146855e-01
2.999999999999998224e-01,5.790015100106713497e-01,-9.057403850755811892e-01
3.100000000000004974e-01,5.738988419057040602e-01,-8.697211488957814485e-01
3.200000000000002842e-01,5.678735570028687896e-01,-8.353257272727776517e-01
3.300000000000000711e-01,5.609647298387647751e-01,-8.024522349917646569e-01
3.399999999999998579e-01,5.532201506473570785e-01,-7.709935688515525687e-01
3.500000000000005329e-01,5.446934859116594474e-01,-7.408420752705835444e-01
3.600000000000003197e-01,5.354420492600935333e-01,-7.118936146918670715e-01
3.700000000000001066e-01,5.255250848106800543e-01,-6.840510990836388139e-01
3.799999999999998934e-01,5.150024692786063785e-01,-6.572275600130825790e-01
3.899999999999996803e-01,5.039337492039113187e-01,-6.313487708423952682e-01
4.000000000000003553e-01,4.923774420047130063e-01,-6.063554151881122012e-01
4.100000000000001421e-01,4.803905419896128404e-01,-5.822047576407751723e-01
4.199999999999999289e-01,4.680281837523318500e-01,-5.588717468071893180e-01
4.299999999999997158e-01,4.553434250111625947e-01,-5.363494633269980660e-01
4.400000000000003908e-01,4.423871188751966055e-01,-5.146488256745658241e-01
4.500000000000001776e-01,4.292078518840682921e-01,-4.937974840864226556e-01
4.599999999999999645e-01,4.158519292378772825e-01,-4.738378718965965408e-01
4.699999999999997513e-01,4.023633926777431813e-01,-4.548244397562358210e-01
4.800000000000004263e-01,3.887840597287140487e-01,-4.368201668960714490e-01
4.900000000000002132e-01,3.751535756591780069e-01,-4.198925170722605515e-01
5.000000000000000000e-01,3.615094716784192364e-01,-4.041090711170635674e-01
5.099999999999997868e-01,3.478872246801760215e-01,-3.895331151714730988e-01
5.200000000000004619e-01,3.343203153086705126e-01,-3.762194816334328284e-01
5.300000000000002487e-01,3.208402823192705866e-01,-3.642109249941953286e-01
5.400000000000000355e-01,3.074767721616401550e-01,-3.535352673178249194e-01
5.499999999999998224e-01,2.942575834564005732e-01,-3.442034749293621521e-01
5.600000000000004974e-01,2.812087065916399342e-01,-3.362087390632160777e-01
5.700000000000002842e-01,2.683543590572481374e-01,-3.295265427855891271e-01
5.800000000000000711e-01,2.557170173867612251e-01,-3.241156161508536027e-01
5.899999999999998579e-01,2.433174467116904771e-01,-3.199196201234508208e-01
6.000000000000005329e-01,2.311747289746685641e-01,-3.168693641659611759e-01
6.100000000000003197e-01,2.193062908164979952e-01,-3.148853505893572935e-01
6.200000000000001066e-01,2.077279320674821350e-01,-3.138804494039347248e-01
6.299999999999998934e-01,1.964538556524207946e-01,-3.137625344607711808e-01
6.399999999999996803e-01,1.854966995757023618e-01,-3.144369470704853065e-01
6.500000000000003553e-01,1.748675715001865583e-01,-3.158086938782320718e-01
6.600000000000001421e-01,1.645760862804229729e-01,-3.177843225933233984e-01
6.699999999999999289e-01,1.546304066644265673e-01,-3.202734529232869054e-01
6.799999999999997158e-01,1.450372872439456562e-01,-3.231899659345713327e-01
6.900000000000003908e-01,1.358021216141469534e-01,-3.264528734793601394e-01
7.000000000000001776e-01,1.269289926019170900e-01,-3.299869022767578097e-01
7.099999999999999645e-01,1.184207253381454605e-01,-3.337228326960444691e-01
7.199999999999997513e-01,1.102789428832490759e-01,-3.375976347545155964e-01
7.300000000000004263e-01,1.025041240658463026e-01,-3.415544423496702509e-01
7.400000000000002132e-01,9.509566316062084690e-02,-3.455424029693306420e-01
7.500000000000000000e-01,8.805193101127734012e-02,-3.495164361930355734e-01
7.599999999999997868e-01,8.137033719639541474e-02,-3.534369286291608736e-01
7.700000000000004619e-01,7.504739283800310190e-02,-3.572693884523164276e-01
7.800000000000002487e-01,6.907877366310249956e-02,-3.609840776703421295e-01
7.900000000000000355e-01,6.345938294547842640e-02,-3.645556364360479917e-01
7.999999999999998224e-01,5.818341397738119314e-02,-3.679627099735015006e-01
8.100000000000004974e-01,5.324441174669219956e-02,-3.711875857915868382e-01
8.200000000000002842e-01,4.863533352379917352e-02,-3.742158464594281253e-01
8.300000000000000711e-01,4.434860809253904357e-02,-3.770360416676098447e-01
8.399999999999998579e-01,4.037619339040360300e-02,-3.796393810953511694e-01
8.500000000000005329e-01,3.670963235395202640e-02,-3.820194493677562253e-01
8.600000000000003197e-01,3.334010679554860745e-02,-3.841719429980619549e-01
8.700000000000001066e-01,3.025848916660944798e-02,-3.860944289393256623e-01
8.799999999999998934e-01,2.745539209022135330e-02,-3.877861237711947018e-01
8.899999999999996803e-01,2.492121557199522552e-02,-3.892476926259410552e-01
9.000000000000003553e-01,2.264619182219462790e-02,-3.904810664025312739e-01
9.100000000000001421e-01,2.062042764442023612e-02,-3.914892760396283533e-01
9.199999999999999289e-01,1.883394436641022684e-02,-3.922763027099568367e-01
9.299999999999997158e-01,1.727671530680019440e-02,-3.928469422652846044e-01
9.400000000000003908e-01,1.593870078804238144e-02,-3.932066832109563093e-01
9.500000000000001776e-01,1.480988072015992918e-02,-3.933615966391257324e-01
9.599999999999999645e-01,1.388028479268749171e-02,-3.933182372971735785e-01
9.699999999999997513e-01,1.314002032313743573e-02,-3.930835546262858027e-01
9.800000000000004263e-01,1.257929781972955130e-02,-3.926648130222061828e-01
9.900000000000002132e-01,1.218845432404236373e-02,-3.920695203095320158e-01
1.000000000000000000e+00,1.195797460582076477e-02,-3.913053639225788638e-01
1.009999999999999787e+00,1.187851028750280813e-02,-3.903801537527076260e-01
1.020000000000000462e+00,1.194089698023598212e-02,-3.893017713650485656e-01
1.030000000000000249e+00,1.213616951635315688e-02,-3.880781248435727360e-01
1.040000000000000036e+00,1.245557536556490819e-02,-3.867171087680680297e-01
