z,vpotbas,vxcpotbas
0.000000000000000000e+00,2.042240837433288991e+00,-8.369445041931955487e-01
9.999999999999786837e-03,1.033905002038905341e+00,-1.839055445618830831e+00
2.000000000000046185e-02,4.949463347945290970e-01,-2.360680866132695677e+00
3.000000000000024869e-02,6.745851531298265868e-01,-2.154565347951107768e+00
4.000000000000003553e-02,8.121981327764069558e-01,-1.982966918031826564e+00
4.999999999999982236e-02,8.419319847329000961e-01,-1.913196204699811664e+00
6.000000000000049738e-02,8.166738537356950101e-01,-1.893587204782089417e+00
7.000000000000028422e-02,7.819278558697599912e-01,-1.879668628599080016e+00
8.000000000000007105e-02,7.585928284819971612e-01,-1.851436573999653445e+00
8.999999999999985789e-02,7.508411374658268134e-01,-1.805490483804060853e+00
1.000000000000005329e-01,7.557267839383934316e-01,-1.745430338235727685e+00
1.100000000000003197e-01,7.683691494198119365e-01,-1.676684198768365164e+00
1.200000000000001066e-01,7.841215282581288637e-01,-1.604355740519079143e+00
1.299999999999998934e-01,7.993914044651504458e-01,-1.532419670478699425e+00
1.399999999999996803e-01,8.118390590086856928e-01,-1.463535634081282177e+00
1.500000000000003553e-01,8.202583220620351945e-01,-1.399176568066524684e+00
1.600000000000001421e-01,8.243189883628148085e-01,-1.339892966123757967e+00
1.699999999999999289e-01,8.242863111732594561e-01,-1.285598728831806703e+00
1.799999999999997158e-01,8.207783362233604940e-01,-1.235818570592418730e+00
1.900000000000003908e-01,8.145814827537509739e-01,-1.189876897533975297e+00
2.000000000000001776e-01,8.065221632501355931e-01,-1.147030407303945010e+00
2.099999999999999645e-01,7.973835533153024180e-01,-1.106555219168207316e+00
2.199999999999997513e-01,7.878557675048167841e-01,-1.067800188062401956e+00
2.300000000000004263e-01,7.785098259646676677e-01,-1.030215961868521601e+00
2.400000000000002132e-01,7.697882857833948655e-01,-9.933669067784145490e-01
2.500000000000000000e-01,7.620073368502597866e-01,-9.569311366224848570e-01
2.599999999999997868e-01,7.553664700601347981e-01,-9.206926016253480505e-01
2.700000000000004619e-01,7.499627277300942030e-01,-8.845282942913954560e-01
2.800000000000002487e-01,7.458072361274525885e-01,-8.483929382240502637e-01
2.900000000000000355e-01,7.428423021297589912e-01,-8.123029334415041713e-01
2.999999999999998224e-01,7.409578633907585310e-01,-7.763208093280056232e-01
3.100000000000004974e-01,7.400065132588722339e-01,-7.405409955627453300e-01
3.200000000000002842e-01,7.398166702815440754e-01,-7.050773602665836304e-01
3.300000000000000711e-01,7.402037250720587824e-01,-6.700526970680664718e-01
3.399999999999998579e-01,7.409791804571628226e-01,-6.355901562831403062e-01
3.500000000000005329e-01,7.419579162422424989e-01,-6.018065008767949919e-01
3.600000000000003197e-01,7.429637726459044078e-01,-5.688070083378951036e-01
3.700000000000001066e-01,7.438336715139295396e-01,-5.366818181890706807e-01
3.799999999999998934e-01,7.444204949688812967e-01,-5.055035325155781134e-01
3.899999999999996803e-01,7.445949275107135445e-01,-4.753258924030359100e-01
4.000000000000003553e-01,7.442464471202001608e-01,-4.461833822995069365e-01
4.100000000000001421e-01,7.432836283816959266e-01,-4.180916370885459088e-01
4.199999999999999289e-01,7.416338987449244691e-01,-3.910485514907622306e-01
4.299999999999997158e-01,7.392428690684673676e-01,-3.650360075026222173e-01
4.400000000000003908e-01,7.360733419194238625e-01,-3.400221473669693406e-01
4.500000000000001776e-01,7.321040856530263152e-01,-3.159641222436482266e-01
4.599999999999999645e-01,7.273284487718747471e-01,-2.928112422155464412e-01
4.699999999999997513e-01,7.217528771431644952e-01,-2.705084397137913488e-01
4.800000000000004263e-01,7.153953860603090575e-01,-2.489999368436254246e-01
4.900000000000002132e-01,7.082840296757841880e-01,-2.282329801383570222e-01
5.000000000000000000e-01,7.004554018798586634e-01,-2.081614742404023222e-01
5.099999999999997868e-01,6.919531951830210081e-01,-1.887493168806714250e-01
5.200000000000004619e-01,6.828268375371777665e-01,-1.699732159283776634e-01
5.300000000000002487e-01,6.731302212732234169e-01,-1.518247630849086649e-01
5.400000000000000355e-01,6.629205334099765867e-01,-1.343115563869481388e-01
5.499999999999998224e-01,6.522571924629003703e-01,-1.174572090008062508e-01
5.600000000000004974e-01,6.412008934993960185e-01,-1.013001582842831816e-01
5.700000000000002842e-01,6.298127604886898379e-01,-8.589129021457375668e-02
5.800000000000000711e-01,6.181536029074710115e-01,-7.129051096004390686e-02
5.899999999999998579e-01,6.062832720112497631e-01,-5.756251199657502760e-02
6.000000000000005329e-01,5.942601110882319571e-01,-4.477206987779813741e-02
6.100000000000003197e-01,5.821404933015081884e-01,-3.297927815734691404e-02
6.200000000000001066e-01,5.699784403251294540e-01,-2.223511639782138616e-02
6.299999999999998934e-01,5.578253148254855853e-01,-1.257771675700347647e-02
6.399999999999996803e-01,5.457295798739352222e-01,-4.029600400922372927e-03
6.500000000000003553e-01,5.337366185510993288e-01,3.403961126872467879e-03
6.600000000000001421e-01,5.218886072766476536e-01,9.735429359129632587e-03
6.699999999999999289e-01,5.102244367377865020e-01,1.499441148552538294e-02
6.799999999999997158e-01,4.987796746690229543e-01,1.922617448547586649e-02
6.900000000000003908e-01,4.875865651350960728e-01,2.248948784116122646e-02
7.000000000000001776e-01,4.766740593737376352e-01,2.485404107658167883e-02
7.099999999999999645e-01,4.660678736546211010e-01,2.639767191954034420e-02
7.199999999999997513e-01,4.557905699985365100e-01,2.720360830665319307e-02
7.300000000000004263e-01,4.458616559719761341e-01,2.735788286755469478e-02
7.400000000000002132e-01,4.362977001245521569e-01,2.694702988790026454e-02
7.500000000000000000e-01,4.271124599687100565e-01,2.605612892523995194e-02
7.599999999999997868e-01,4.183170197129227885e-01,2.476721983282570427e-02
7.700000000000004619e-01,4.099199352512357120e-01,2.315808496773053005e-02
7.800000000000002487e-01,4.019273841843296058e-01,2.130137139660426282e-02
7.900000000000000355e-01,3.943433189010310258e-01,1.926401493088375494e-02
7.999999999999998224e-01,3.871696209852391046e-01,1.710691997862112679e-02
8.100000000000004974e-01,3.804062554323267564e-01,1.488484943595852483e-02
8.200000000000002842e-01,3.740514233620504392e-01,1.264647957369824383e-02
8.300000000000000711e-01,3.681017121024414696e-01,1.043458035668271000e-02
8.399999999999998579e-01,3.625522416917492663e-01,8.286286198975978401e-03
8.500000000000005329e-01,3.573968070037549793e-01,6.233428727237255718e-03
8.600000000000003197e-01,3.526280148462797026e-01,4.302907103527042754e-03
8.700000000000001066e-01,3.482374155139378313e-01,2.517078210852674580e-03
8.799999999999998934e-01,3.442156283946877782e-01,8.941519497071004352e-04
8.899999999999996803e-01,3.405524613360711994e-01,-5.514187075475462940e-04
9.000000000000003553e-01,3.372370235717265796e-01,-1.808560552417959322e-03
9.100000000000001421e-01,3.342578320924411983e-01,-2.869220712771902715e-03
9.199999999999999289e-01,3.316029114193158600e-01,-3.728029065847793255e-03
9.299999999999997158e-01,3.292598868001249679e-01,-4.381982837479647674e-03
9.400000000000003908e-01,3.272160709044248383e-01,-4.830155776935796119e-03
9.500000000000001776e-01,3.254585441390085432e-01,-5.073430840001058595e-03
9.599999999999999645e-01,3.239742287436355728e-01,-5.114255954916713254e-03
9.699999999999997513e-01,3.227499568582853362e-01,-4.956422223860224019e-03
9.800000000000004263e-01,3.217725327781362221e-01,-4.604863064003705819e-03
9.900000000000002132e-01,3.210287896317290945e-01,-4.065473062710267538e-03
1.000000000000000000e+00,3.205056407319874512e-01,-3.344945360206741380e-03
1.009999999999999787e+00,3.201901258595175603e-01,-2.450625545678319916e-03
1.020000000000000462e+00,3.200694527434750358e-01,-1.390381641095950194e-03
1.030000000000000249e+00,3.201310340078323824e-01,-1.724878503597815360e-04
1.040000000000000036e+00,3.203625198505357652e-01,1.194478386602249032e-03
1.049999999999999822e+00,3.207518267203342544e-01,2.701727622972105447e-03
1.060000000000000497e+00,3.212871622513586711e-01,4.340338798324683278e-03
1.070000000000000284e+00,3.219570467092085497e-01,6.101330166253859932e-03
1.080000000000000071e+00,3.227503311947025333e-01,7.975721055938023163e-03
1.089999999999999858e+00,3.236562128428653873e-01,9.954585923973746642e-03
1.100000000000000533e+00,3.246642472453710737e-01,1.202910109152022233e-02
1.110000000000000320e+00,3.257643583148464583e-01,1.419058520565857906e-02
1.120000000000000107e+00,3.269468457992241728e-01,1.643053355634543911e-02
1.129999999999999893e+00,3.282023906440116323e-01,1.874064747312870205e-02
1.140000000000000568e+00,3.295220583899283739e-01,2.111285884464969564e-02
1.150000000000000355e+00,3.308973007830615098e-01,2.353935045584193420e-02
1.160000000000000142e+00,3.323199557644996305e-01,2.601257256798916728e-02
1.169999999999999929e+00,3.337822459964901456e-01,2.852525608659617351e-02
1.179999999999999716e+00,3.352767760724617574e-01,3.107042280899374731e-02
1.190000000000000391e+00,3.367965285489491478e-01,3.364139278123495780e-02
1.200000000000000178e+00,3.383348589284210228e-01,3.623178962671014247e-02
1.209999999999999964e+00,3.398854897133907205e-01,3.883554327039112630e-02
1.219999999999999751e+00,3.414425036439181493e-01,4.144689132675005716e-02
1.230000000000000426e+00,3.430003362227294628e-01,4.406037847434907118e-02
1.240000000000000213e+00,3.445537676246754888e-01,4.667085445612445538e-02
1.250000000000000000e+00,3.460979140801120346e-01,4.927347103060930600e-02
1.259999999999999787e+00,3.476282188150143226e-01,5.186367749376008529e-02
1.270000000000000462e+00,3.491404426242428194e-01,5.443721557530983857e-02
1.280000000000000249e+00,3.506306541482839823e-01,5.699011336631815139e-02
