z,vpotbas,vxcpotbas
0.000000000000000000e+00,2.754740783790432523e+00,-1.564037553914837453e+00
9.999999999999786837e-03,1.373349023142008241e+00,-2.936091786158273820e+00
2.000000000000046185e-02,6.353225414658851822e-01,-3.648118610805268780e+00
3.000000000000024869e-02,8.815189029329599801e-01,-3.362207720935206368e+00
4.000000000000003553e-02,1.069400137381926408e+00,-3.123348432791299700e+00
4.999999999999982236e-02,1.108920667625832301e+00,-3.023772224433183275e+00
6.000000000000049738e-02,1.072934883652510551e+00,-2.992456708150871947e+00
7.000000000000028422e-02,1.024090840862435847e+00,-2.968303396824222062e+00
8.000000000000007105e-02,9.911541556968193056e-01,-2.923889266493563621e+00
8.999999999999985789e-02,9.798501876575724800e-01,-2.854646700610454779e+00
1.000000000000005329e-01,9.860906984701682809e-01,-2.765644829722552434e+00
1.100000000000003197e-01,1.003117922502444914e+00,-2.664462455521369399e+00
1.200000000000001066e-01,1.024498923023841490e+00,-2.558217839106148084e+00
1.299999999999998934e-01,1.045260478707261020e+00,-2.452457385684563285e+00
1.399999999999996803e-01,1.062164147798898561e+00,-2.350899363416425469e+00
1.500000000000003553e-01,1.073540989935070966e+00,-2.255612839636408573e+00
1.600000000000001421e-01,1.078934581107422241e+00,-2.167384680676801345e+00
1.699999999999999289e-01,1.078712311351764486e+00,-2.086116260207712791e+00
1.799999999999997158e-01,1.073729190304907544e+00,-2.011166754867330209e+00
1.900000000000003908e-01,1.065072429248307362e+00,-1.941615241880071618e+00
2.000000000000001776e-01,1.053883712790001814e+00,-1.876444749971624359e+00
2.099999999999999645e-01,1.041244044773624200e+00,-1.814663258925997891e+00
2.199999999999997513e-01,1.028104875117383132e+00,-1.755377805055341911e+00
2.300000000000004263e-01,1.015252173851281858e+00,-1.697834942102086186e+00
2.400000000000002132e-01,1.003293575294875506e+00,-1.641437432379281081e+00
2.500000000000000000e-01,9.926613886993955749e-01,-1.585744424950644715e+00
2.599999999999997868e-01,9.836260863398800236e-01,-1.530460604503389055e+00
2.700000000000004619e-01,9.763161302372362904e-01,-1.475418550808070606e+00
2.800000000000002487e-01,9.707409540615645760e-01,-1.420557590601517095e+00
2.900000000000000355e-01,9.668147221433756044e-01,-1.365901603176058909e+00
2.999999999999998224e-01,9.643791892471953453e-01,-1.311537516735199915e+00
3.100000000000004974e-01,9.632245821013352138e-01,-1.257595621823334620e+00
3.200000000000002842e-01,9.631079059304243906e-01,-1.204232327203393016e+00
3.300000000000000711e-01,9.637684431595885393e-01,-1.151615612717198811e+00
3.399999999999998579e-01,9.649404651097968078e-01,-1.099913174998990772e+00
3.500000000000005329e-01,9.663633375507139078e-01,-1.049283103232474090e+00
3.600000000000003197e-01,9.677892881540908210e-01,-9.998668396933281244e-01
3.700000000000001066e-01,9.689891389716189796e-01,-9.517841502537949250e-01
